gene_set,gene_symbol,pathway_level,regulatory_role,cell_type,pmids,reference_gene_set
IMMPRINT_IFNA_IFNB_SIGNALLING,IRF9,2,none,pan,1630447,REACTOME_INTERFERON_ALPHA_BETA_SIGNALING
IMMPRINT_IFNA_IFNB_SIGNALLING,IRF7,2,activating,pan,9315633,REACTOME_INTERFERON_ALPHA_BETA_SIGNALING
IMMPRINT_IFNA_IFNB_SIGNALLING,ISG15,3,none,pan,3087979,REACTOME_INTERFERON_ALPHA_BETA_SIGNALING
IMMPRINT_IFNA_IFNB_SIGNALLING,MX1,3,none,pan,2481229,REACTOME_INTERFERON_ALPHA_BETA_SIGNALING
IMMPRINT_IFNA_IFNB_SIGNALLING,MX2,3,none,pan,2481229,REACTOME_INTERFERON_ALPHA_BETA_SIGNALING
IMMPRINT_IFNA_IFNB_SIGNALLING,OAS1,3,none,pan,2411547,REACTOME_INTERFERON_ALPHA_BETA_SIGNALING
IMMPRINT_IFNA_IFNB_SIGNALLING,OAS2,3,none,pan,1577824,REACTOME_INTERFERON_ALPHA_BETA_SIGNALING
IMMPRINT_IFNA_IFNB_SIGNALLING,OASL,3,none,pan,9826176,REACTOME_INTERFERON_ALPHA_BETA_SIGNALING
IMMPRINT_IFNA_IFNB_SIGNALLING,IFIT1,3,none,pan,3360121,REACTOME_INTERFERON_ALPHA_BETA_SIGNALING
IMMPRINT_IFNA_IFNB_SIGNALLING,IFIT3,3,none,pan,9391139,REACTOME_INTERFERON_ALPHA_BETA_SIGNALING
IMMPRINT_IFNA_IFNB_SIGNALLING,RSAD2,3,none,pan,11752458,REACTOME_INTERFERON_ALPHA_BETA_SIGNALING
IMMPRINT_IFNA_IFNB_SIGNALLING,USP18,2,inhibitory,pan,11788588,REACTOME_INTERFERON_ALPHA_BETA_SIGNALING
IMMPRINT_IFNA_IFNB_SIGNALLING,IFI6,3,none,pan,3359997,REACTOME_INTERFERON_ALPHA_BETA_SIGNALING
IMMPRINT_IFNA_IFNB_SIGNALLING,ISG20,3,none,pan,12594219,REACTOME_INTERFERON_ALPHA_BETA_SIGNALING
IMMPRINT_IFNG_SIGNALLING,IFNGR1,1,none,pan,2971451,REACTOME_INTERFERON_GAMMA_SIGNALING
IMMPRINT_IFNG_SIGNALLING,IFNGR2,1,none,pan,8124717,REACTOME_INTERFERON_GAMMA_SIGNALING
IMMPRINT_IFNG_SIGNALLING,JAK1,2,none,pan,8232552,REACTOME_INTERFERON_GAMMA_SIGNALING
IMMPRINT_IFNG_SIGNALLING,JAK2,2,none,pan,7901766,REACTOME_INTERFERON_GAMMA_SIGNALING
IMMPRINT_IFNG_SIGNALLING,STAT1,2,none,pan,1281555,REACTOME_INTERFERON_GAMMA_SIGNALING
IMMPRINT_IFNG_SIGNALLING,IRF1,2,none,pan,9202213,REACTOME_INTERFERON_GAMMA_SIGNALING
IMMPRINT_IFNG_SIGNALLING,SOCS1,2,inhibitory,pan,9857039,REACTOME_INTERFERON_GAMMA_SIGNALING
IMMPRINT_IFNG_SIGNALLING,PTPN11,2,context_dependent,pan,10022928,REACTOME_INTERFERON_GAMMA_SIGNALING
IMMPRINT_IFNG_SIGNALLING,CIITA,2,none,pan,8016643,REACTOME_INTERFERON_GAMMA_SIGNALING
IMMPRINT_IFNG_SIGNALLING,IRF8,2,none,pan,2111015,REACTOME_INTERFERON_GAMMA_SIGNALING
IMMPRINT_IFNG_SIGNALLING,CXCL9,3,none,pan,7595201,HALLMARK_INTERFERON_GAMMA_RESPONSE
IMMPRINT_IFNG_SIGNALLING,CXCL10,3,none,pan,3925348,HALLMARK_INTERFERON_GAMMA_RESPONSE
IMMPRINT_IFNG_SIGNALLING,CXCL11,3,none,pan,9625760,HALLMARK_INTERFERON_GAMMA_RESPONSE
IMMPRINT_IFNG_SIGNALLING,GBP1,3,none,pan,10970849,REACTOME_INTERFERON_GAMMA_SIGNALING
IMMPRINT_IFNG_SIGNALLING,GBP2,3,none,pan,8706832,REACTOME_INTERFERON_GAMMA_SIGNALING
IMMPRINT_IFNG_SIGNALLING,IDO1,3,none,pan,8188349,HALLMARK_INTERFERON_GAMMA_RESPONSE
IMMPRINT_IL10_SIGNALLING,IL10RA,1,none,pan,19890111,REACTOME_INTERLEUKIN_10_SIGNALING
IMMPRINT_IL10_SIGNALLING,IL10RB,1,none,pan,19890111,REACTOME_INTERLEUKIN_10_SIGNALING
IMMPRINT_IL10_SIGNALLING,JAK1,2,none,pan,7543512,REACTOME_INTERLEUKIN_10_SIGNALING
IMMPRINT_IL10_SIGNALLING,TYK2,2,none,pan,7543512,REACTOME_INTERLEUKIN_10_SIGNALING
IMMPRINT_IL10_SIGNALLING,STAT3,2,none,pan,9463379,REACTOME_INTERLEUKIN_10_SIGNALING
IMMPRINT_IL10_SIGNALLING,STAT1,2,none,pan,7543512,HALLMARK_IL6_JAK_STAT3_SIGNALING
IMMPRINT_IL10_SIGNALLING,SOCS3,2,inhibitory,pan,10515892,HALLMARK_IL6_JAK_STAT3_SIGNALING
IMMPRINT_IL10_SIGNALLING,BCL3,2,context_dependent,pan,12907458,
IMMPRINT_IL10_SIGNALLING,HMOX1,3,none,pan,11875494,HALLMARK_IL6_JAK_STAT3_SIGNALING
IMMPRINT_IL10_SIGNALLING,TNIP3,2,none,pan,17485448;18081698,
IMMPRINT_IL10_SIGNALLING,IL1RN,3,none,pan,8163946,REACTOME_INTERLEUKIN_10_SIGNALING
IMMPRINT_IL12_SIGNALLING,IL12RB1,1,none,pan,7911493,REACTOME_INTERLEUKIN_12_SIGNALING
IMMPRINT_IL12_SIGNALLING,IL12RB2,1,none,pan,8943050,REACTOME_INTERLEUKIN_12_SIGNALING
IMMPRINT_IL12_SIGNALLING,JAK2,2,none,pan,7528775,REACTOME_INTERLEUKIN_12_SIGNALING
IMMPRINT_IL12_SIGNALLING,TYK2,2,none,pan,7528775,REACTOME_INTERLEUKIN_12_SIGNALING
IMMPRINT_IL12_SIGNALLING,STAT4,2,none,pan,7638186,REACTOME_INTERLEUKIN_12_SIGNALING
IMMPRINT_IL12_SIGNALLING,STAT3,2,none,pan,7722452,GOBP_T_CELL_DIFFERENTIATION_INVOLVED_IN_IMMUNE_RESPONSE
IMMPRINT_IL12_SIGNALLING,TBX21,2,none,pan,10761931,GOBP_T_CELL_DIFFERENTIATION_INVOLVED_IN_IMMUNE_RESPONSE
IMMPRINT_IL12_SIGNALLING,IFNG,3,none,pan,1672545,REACTOME_INTERLEUKIN_12_SIGNALING
IMMPRINT_IL12_SIGNALLING,IL18R1,1,none,pan,10925275,GOBP_T_CELL_DIFFERENTIATION_INVOLVED_IN_IMMUNE_RESPONSE
IMMPRINT_IL15_SIGNALLING,IL2RB,1,none,T cell; NK cell,8026467,REACTOME_INTERLEUKIN_15_SIGNALING
IMMPRINT_IL15_SIGNALLING,IL2RG,1,none,T cell; NK cell,8026467,REACTOME_INTERLEUKIN_15_SIGNALING
IMMPRINT_IL15_SIGNALLING,JAK1,2,none,T cell; NK cell,7568001,REACTOME_INTERLEUKIN_15_SIGNALING
IMMPRINT_IL15_SIGNALLING,JAK3,2,none,T cell; NK cell,7659163,REACTOME_INTERLEUKIN_15_SIGNALING
IMMPRINT_IL15_SIGNALLING,STAT5A,2,none,T cell; NK cell,7568001,REACTOME_INTERLEUKIN_15_SIGNALING
IMMPRINT_IL15_SIGNALLING,STAT5B,2,none,T cell; NK cell,7568001,REACTOME_INTERLEUKIN_15_SIGNALING
IMMPRINT_IL15_SIGNALLING,BCL2,3,none,T cell; NK cell,8617294,HALLMARK_IL2_STAT5_SIGNALING
IMMPRINT_IL15_SIGNALLING,MCL1,3,none,T cell; NK cell,35351861;9062351,
IMMPRINT_IL15_SIGNALLING,CISH,2,inhibitory,T cell; NK cell,32531207,HALLMARK_IL2_STAT5_SIGNALING
IMMPRINT_IL17_SIGNALLING,IL17RA,1,none,pan,16785495,REACTOME_INTERLEUKIN_17_SIGNALING
IMMPRINT_IL17_SIGNALLING,IL17RC,1,none,pan,16785495,REACTOME_INTERLEUKIN_17_SIGNALING
IMMPRINT_IL17_SIGNALLING,TRAF3IP2,2,none,pan,17035243,GOBP_RESPONSE_TO_TUMOR_NECROSIS_FACTOR
IMMPRINT_IL17_SIGNALLING,TRAF6,2,none,pan,10748240,REACTOME_INTERLEUKIN_17_SIGNALING
IMMPRINT_IL17_SIGNALLING,TRAF2,2,none,pan,21822258,GOBP_RESPONSE_TO_TUMOR_NECROSIS_FACTOR
IMMPRINT_IL17_SIGNALLING,TRAF5,2,none,pan,21822258,GOBP_RESPONSE_TO_TUMOR_NECROSIS_FACTOR
IMMPRINT_IL17_SIGNALLING,NFKBIZ,2,none,pan,18362142;35537286,
IMMPRINT_IL17_SIGNALLING,NFKB1,2,none,pan,10228009,REACTOME_INTERLEUKIN_17_SIGNALING
IMMPRINT_IL17_SIGNALLING,RELA,2,none,pan,10228009,GOBP_RESPONSE_TO_TUMOR_NECROSIS_FACTOR
IMMPRINT_IL17_SIGNALLING,CEBPB,2,none,pan,21085185;16798734,
IMMPRINT_IL17_SIGNALLING,CXCL8,3,none,pan,8676080;21085185,
IMMPRINT_IL17_SIGNALLING,DEFB4A,3,none,pan,21085185;15322213;18684158,
IMMPRINT_IL17_SIGNALLING,S100A9,3,none,pan,21085185;18684158,
IMMPRINT_IL18_SIGNALLING,IL18R1,1,none,pan,9325300,REACTOME_INTERLEUKIN_18_SIGNALING
IMMPRINT_IL18_SIGNALLING,IL18RAP,1,none,pan,9792649,REACTOME_INTERLEUKIN_18_SIGNALING
IMMPRINT_IL18_SIGNALLING,MYD88,2,none,pan,9697844,REACTOME_INTERLEUKIN_1_SIGNALING
IMMPRINT_IL18_SIGNALLING,IRAK1,2,none,pan,10190904,REACTOME_INTERLEUKIN_1_SIGNALING
IMMPRINT_IL18_SIGNALLING,IRAK4,2,none,pan,11960013,REACTOME_INTERLEUKIN_1_SIGNALING
IMMPRINT_IL18_SIGNALLING,TRAF6,2,none,pan,9514903,REACTOME_INTERLEUKIN_1_SIGNALING
IMMPRINT_IL18_SIGNALLING,NFKB1,2,none,pan,10925275,REACTOME_INTERLEUKIN_1_SIGNALING
IMMPRINT_IL18_SIGNALLING,RELA,2,none,pan,10925275,REACTOME_INTERLEUKIN_1_SIGNALING
IMMPRINT_IL18_SIGNALLING,PRKCD,2,none,pan,17530707,
IMMPRINT_IL18_SIGNALLING,IFNG,3,none,pan,8766574,
IMMPRINT_IL1_SIGNALLING,IL1R1,1,none,pan,2530587,REACTOME_INTERLEUKIN_1_SIGNALING
IMMPRINT_IL1_SIGNALLING,IL1RAP,1,none,pan,9371760,REACTOME_INTERLEUKIN_1_SIGNALING
IMMPRINT_IL1_SIGNALLING,MYD88,2,none,pan,9697844,REACTOME_INTERLEUKIN_1_SIGNALING
IMMPRINT_IL1_SIGNALLING,IRAK1,2,none,pan,8599092,REACTOME_INTERLEUKIN_1_SIGNALING
IMMPRINT_IL1_SIGNALLING,IRAK4,2,none,pan,11960013,REACTOME_INTERLEUKIN_1_SIGNALING
IMMPRINT_IL1_SIGNALLING,TRAF6,2,none,pan,8837778,REACTOME_INTERLEUKIN_1_SIGNALING
IMMPRINT_IL1_SIGNALLING,NFKB1,2,none,pan,2494664,REACTOME_INTERLEUKIN_1_SIGNALING
IMMPRINT_IL1_SIGNALLING,RELA,2,none,pan,2494664,REACTOME_INTERLEUKIN_1_SIGNALING
IMMPRINT_IL1_SIGNALLING,CHUK,2,none,pan,9346484,REACTOME_INTERLEUKIN_1_SIGNALING
IMMPRINT_IL1_SIGNALLING,IKBKB,2,none,pan,9346241,REACTOME_INTERLEUKIN_1_SIGNALING
IMMPRINT_IL1_SIGNALLING,IKBKG,2,none,pan,9751060,REACTOME_INTERLEUKIN_1_SIGNALING
IMMPRINT_IL1_SIGNALLING,PTGS2,3,none,pan,1694171;8132748,
IMMPRINT_IL21_SIGNALLING,IL21R,1,none,pan,11081504,REACTOME_INTERLEUKIN_21_SIGNALING
IMMPRINT_IL21_SIGNALLING,IL2RG,1,none,pan,11418623,REACTOME_INTERLEUKIN_21_SIGNALING
IMMPRINT_IL21_SIGNALLING,JAK1,2,none,pan,11418623,REACTOME_INTERLEUKIN_21_SIGNALING
IMMPRINT_IL21_SIGNALLING,JAK3,2,none,pan,7659163,REACTOME_INTERLEUKIN_21_SIGNALING
IMMPRINT_IL21_SIGNALLING,STAT3,2,none,pan,25398835,REACTOME_INTERLEUKIN_21_SIGNALING
IMMPRINT_IL21_SIGNALLING,STAT1,2,none,pan,25398835,REACTOME_INTERLEUKIN_21_SIGNALING
IMMPRINT_IL21_SIGNALLING,STAT5A,2,none,pan,25398835,REACTOME_INTERLEUKIN_21_SIGNALING
IMMPRINT_IL21_SIGNALLING,STAT5B,2,none,pan,25398835,REACTOME_INTERLEUKIN_21_SIGNALING
IMMPRINT_IL21_SIGNALLING,PRDM1,2,none,pan,15494482,GOBP_REGULATION_OF_LYMPHOCYTE_DIFFERENTIATION
IMMPRINT_IL21_SIGNALLING,BCL6,2,none,pan,15494482,GOBP_REGULATION_OF_LYMPHOCYTE_DIFFERENTIATION
IMMPRINT_IL23_SIGNALLING,IL23R,1,none,pan,12023369,REACTOME_INTERLEUKIN_23_SIGNALING
IMMPRINT_IL23_SIGNALLING,IL12RB1,1,none,pan,12023369,REACTOME_INTERLEUKIN_23_SIGNALING
IMMPRINT_IL23_SIGNALLING,JAK2,2,none,pan,12023369,REACTOME_INTERLEUKIN_23_SIGNALING
IMMPRINT_IL23_SIGNALLING,TYK2,2,none,pan,12023369,REACTOME_INTERLEUKIN_23_SIGNALING
IMMPRINT_IL23_SIGNALLING,STAT3,2,none,pan,12023369,REACTOME_INTERLEUKIN_23_SIGNALING
IMMPRINT_IL23_SIGNALLING,STAT4,2,none,pan,12023369,REACTOME_INTERLEUKIN_23_SIGNALING
IMMPRINT_IL23_SIGNALLING,RORC,2,none,pan,18454151,GOBP_T_HELPER_17_TYPE_IMMUNE_RESPONSE
IMMPRINT_IL23_SIGNALLING,RORA,2,none,pan,18164222,GOBP_T_HELPER_17_TYPE_IMMUNE_RESPONSE
IMMPRINT_IL23_SIGNALLING,AHR,2,none,pan,18362914;19114668,
IMMPRINT_IL23_SIGNALLING,BATF,2,none,pan,19578362,GOBP_T_HELPER_17_TYPE_IMMUNE_RESPONSE
IMMPRINT_IL23_SIGNALLING,IL17A,3,none,pan,17676044,GOBP_T_HELPER_17_TYPE_IMMUNE_RESPONSE
IMMPRINT_IL23_SIGNALLING,IL17F,3,none,pan,17676044,GOBP_T_HELPER_17_TYPE_IMMUNE_RESPONSE
IMMPRINT_IL23_SIGNALLING,IL22,3,none,pan,17676044;18978771,
IMMPRINT_IL2_SIGNALLING,IL2RA,1,none,pan,6090948,REACTOME_INTERLEUKIN_2_SIGNALING
IMMPRINT_IL2_SIGNALLING,IL2RB,1,none,pan,2785715,REACTOME_INTERLEUKIN_2_SIGNALING
IMMPRINT_IL2_SIGNALLING,IL2RG,1,none,pan,1631559,REACTOME_INTERLEUKIN_2_SIGNALING
IMMPRINT_IL2_SIGNALLING,JAK1,2,none,pan,7973659,REACTOME_INTERLEUKIN_2_SIGNALING
IMMPRINT_IL2_SIGNALLING,JAK3,2,none,pan,7659163,REACTOME_INTERLEUKIN_2_SIGNALING
IMMPRINT_IL2_SIGNALLING,STAT5A,2,none,pan,7719938,REACTOME_INTERLEUKIN_2_SIGNALING
IMMPRINT_IL2_SIGNALLING,STAT5B,2,none,pan,7719938,REACTOME_INTERLEUKIN_2_SIGNALING
IMMPRINT_IL2_SIGNALLING,PIK3R1,2,none,pan,1713578,REACTOME_REGULATION_OF_T_CELL_ACTIVATION_BY_CD28_FAMILY
IMMPRINT_IL2_SIGNALLING,AKT1,2,none,pan,9390691,REACTOME_REGULATION_OF_T_CELL_ACTIVATION_BY_CD28_FAMILY
IMMPRINT_IL2_SIGNALLING,MTOR,2,none,pan,10373522,REACTOME_REGULATION_OF_T_CELL_ACTIVATION_BY_CD28_FAMILY
IMMPRINT_IL2_SIGNALLING,CISH,2,inhibitory,pan,10514520,HALLMARK_IL2_STAT5_SIGNALING
IMMPRINT_IL2_SIGNALLING,SOCS3,2,inhibitory,pan,10373548;16199887,
IMMPRINT_IL2_SIGNALLING,BCL2,3,none,pan,8617294,HALLMARK_IL2_STAT5_SIGNALING
IMMPRINT_IL4_IL13_SIGNALLING,IL4R,1,none,pan,2307934,REACTOME_INTERLEUKIN_4_AND_INTERLEUKIN_13_SIGNALING
IMMPRINT_IL4_IL13_SIGNALLING,IL13RA1,1,none,pan,8910586,REACTOME_INTERLEUKIN_4_AND_INTERLEUKIN_13_SIGNALING
IMMPRINT_IL4_IL13_SIGNALLING,IL13RA2,1,inhibitory,pan,8663118,REACTOME_INTERLEUKIN_4_AND_INTERLEUKIN_13_SIGNALING
IMMPRINT_IL4_IL13_SIGNALLING,IL2RG,1,none,pan,8266078,REACTOME_INTERLEUKIN_4_AND_INTERLEUKIN_13_SIGNALING
IMMPRINT_IL4_IL13_SIGNALLING,JAK1,2,none,pan,9045682,REACTOME_INTERLEUKIN_4_AND_INTERLEUKIN_13_SIGNALING
IMMPRINT_IL4_IL13_SIGNALLING,JAK2,2,none,pan,9822675,REACTOME_INTERLEUKIN_4_AND_INTERLEUKIN_13_SIGNALING
IMMPRINT_IL4_IL13_SIGNALLING,JAK3,2,none,pan,7659163,REACTOME_INTERLEUKIN_4_AND_INTERLEUKIN_13_SIGNALING
IMMPRINT_IL4_IL13_SIGNALLING,TYK2,2,none,pan,9822675,REACTOME_INTERLEUKIN_4_AND_INTERLEUKIN_13_SIGNALING
IMMPRINT_IL4_IL13_SIGNALLING,STAT6,2,none,pan,8085155,REACTOME_INTERLEUKIN_4_AND_INTERLEUKIN_13_SIGNALING
IMMPRINT_IL4_IL13_SIGNALLING,IRS2,2,none,pan,7499365;7675087,
IMMPRINT_IL4_IL13_SIGNALLING,SOCS1,2,inhibitory,pan,10201892,REACTOME_INTERLEUKIN_4_AND_INTERLEUKIN_13_SIGNALING
IMMPRINT_IL4_IL13_SIGNALLING,CCL26,3,none,Epithelial; Fibroblast; Endothelial,11544308;16084752,
IMMPRINT_IL4_IL13_SIGNALLING,CCL22,3,none,pan,9794440,REACTOME_INTERLEUKIN_4_AND_INTERLEUKIN_13_SIGNALING
IMMPRINT_IL6_SIGNALLING,IL6R,1,none,pan,3136546,REACTOME_INTERLEUKIN_6_SIGNALING
IMMPRINT_IL6_SIGNALLING,IL6ST,1,none,pan,2261637,REACTOME_INTERLEUKIN_6_SIGNALING
IMMPRINT_IL6_SIGNALLING,JAK1,2,none,pan,8272872,REACTOME_INTERLEUKIN_6_SIGNALING
IMMPRINT_IL6_SIGNALLING,JAK2,2,none,pan,8272873,REACTOME_INTERLEUKIN_6_SIGNALING
IMMPRINT_IL6_SIGNALLING,TYK2,2,none,pan,8272873,REACTOME_INTERLEUKIN_6_SIGNALING
IMMPRINT_IL6_SIGNALLING,STAT3,2,none,pan,8140422,REACTOME_INTERLEUKIN_6_SIGNALING
IMMPRINT_IL6_SIGNALLING,STAT1,2,none,pan,11104703,REACTOME_INTERLEUKIN_6_SIGNALING
IMMPRINT_IL6_SIGNALLING,SOCS3,2,inhibitory,pan,12754505,REACTOME_INTERLEUKIN_6_SIGNALING
IMMPRINT_IL6_SIGNALLING,PTPN11,2,context_dependent,pan,10777583,REACTOME_INTERLEUKIN_6_SIGNALING
IMMPRINT_IL6_SIGNALLING,MCL1,3,none,pan,10602002;11175262,
IMMPRINT_IL6_SIGNALLING,CRP,3,none,pan,2472097,GOBP_ACUTE_PHASE_RESPONSE
IMMPRINT_IL6_SIGNALLING,SAA1,3,none,pan,2472097,GOBP_ACUTE_PHASE_RESPONSE
IMMPRINT_IL6_SIGNALLING,FGB,3,none,pan,2472097;8423785,
IMMPRINT_IL7_SIGNALLING,IL7R,1,none,T cell,2317865,REACTOME_INTERLEUKIN_7_SIGNALING
IMMPRINT_IL7_SIGNALLING,IL2RG,1,none,T cell,8462096,REACTOME_INTERLEUKIN_7_SIGNALING
IMMPRINT_IL7_SIGNALLING,JAK1,2,none,T cell,7489741,REACTOME_INTERLEUKIN_7_SIGNALING
IMMPRINT_IL7_SIGNALLING,JAK3,2,none,T cell,7659163,REACTOME_INTERLEUKIN_7_SIGNALING
IMMPRINT_IL7_SIGNALLING,STAT5A,2,none,T cell,7489741,REACTOME_INTERLEUKIN_7_SIGNALING
IMMPRINT_IL7_SIGNALLING,STAT5B,2,none,T cell,7489741,REACTOME_INTERLEUKIN_7_SIGNALING
IMMPRINT_IL7_SIGNALLING,PIK3R1,2,none,T cell,8397227,REACTOME_INTERLEUKIN_7_SIGNALING
IMMPRINT_IL7_SIGNALLING,AKT1,2,none,T cell,18523275,REACTOME_ACTIVATION_OF_BAD_AND_TRANSLOCATION_TO_MITOCHONDRIA
IMMPRINT_IL7_SIGNALLING,BCL2,3,none,T cell,20465565,REACTOME_ACTIVATION_OF_BAD_AND_TRANSLOCATION_TO_MITOCHONDRIA
IMMPRINT_IL7_SIGNALLING,MCL1,3,none,T cell,20465565,
IMMPRINT_MHC_CLASS_I,HLA-A,3,none,pan,3309677,REACTOME_ANTIGEN_PRESENTATION_FOLDING_ASSEMBLY_AND_PEPTIDE_LOADING_OF_CLASS_I_MHC
IMMPRINT_MHC_CLASS_I,HLA-B,3,none,pan,1922337,REACTOME_ANTIGEN_PRESENTATION_FOLDING_ASSEMBLY_AND_PEPTIDE_LOADING_OF_CLASS_I_MHC
IMMPRINT_MHC_CLASS_I,HLA-C,3,none,pan,6609813,REACTOME_ANTIGEN_PRESENTATION_FOLDING_ASSEMBLY_AND_PEPTIDE_LOADING_OF_CLASS_I_MHC
IMMPRINT_MHC_CLASS_I,HLA-E,3,none,pan,3260916,REACTOME_ANTIGEN_PRESENTATION_FOLDING_ASSEMBLY_AND_PEPTIDE_LOADING_OF_CLASS_I_MHC
IMMPRINT_MHC_CLASS_I,HLA-F,3,none,pan,1688605,REACTOME_ANTIGEN_PRESENTATION_FOLDING_ASSEMBLY_AND_PEPTIDE_LOADING_OF_CLASS_I_MHC
IMMPRINT_MHC_CLASS_I,HLA-G,3,none,pan,3480534,REACTOME_ANTIGEN_PRESENTATION_FOLDING_ASSEMBLY_AND_PEPTIDE_LOADING_OF_CLASS_I_MHC
IMMPRINT_MHC_CLASS_I,B2M,3,none,pan,25702838,REACTOME_ANTIGEN_PRESENTATION_FOLDING_ASSEMBLY_AND_PEPTIDE_LOADING_OF_CLASS_I_MHC
